,Ward_id_2008_2017,Variance_2008_2017,Ward_id_2009_2017,Variance_2009_2017,Ward_id_2010_2017,Variance_2010_2017,Ward_id_2011_2017,Variance_2011_2017
401,226,0.001638472,243,0.001491723,445,0.001407507,602,0.001341123
402,466,0.001629592,300,0.00148111,112,0.001396124,244,0.001335485
403,592,0.001626457,225,0.001477911,197,0.001396099,406,0.001310959
404,196,0.001549495,599,0.001472837,592,0.001392705,153,0.001299949
405,408,0.001538721,594,0.001465815,594,0.001387851,408,0.001299021
406,225,0.001526696,399,0.001460797,612,0.001371681,592,0.001295427
407,594,0.001524207,590,0.001447413,244,0.001359341,103,0.001294771
408,614,0.00151115,112,0.001444249,393,0.001318802,584,0.001283921
409,399,0.001509763,436,0.001443174,584,0.001315402,393,0.001270972
410,112,0.00150652,36,0.001427894,239,0.001313522,586,0.001261523
411,244,0.001478849,244,0.001412822,406,0.001309213,251,0.001255894
412,300,0.001467854,239,0.001392236,251,0.00129293,417,0.001220337
413,590,0.001448753,393,0.001362012,429,0.001291927,623,0.001202527
414,239,0.001443929,429,0.00136181,408,0.001286013,239,0.001185705
415,436,0.001435547,408,0.001357936,586,0.001278508,400,0.001162654
416,586,0.001423116,584,0.001346451,400,0.001269085,597,0.001161597
417,393,0.001418822,445,0.001346015,243,0.001266685,599,0.001147669
418,584,0.001385024,586,0.00132166,103,0.00126072,585,0.001144675
419,429,0.001382201,406,0.001307365,238,0.001248023,603,0.001139091
420,238,0.001370715,400,0.001303216,417,0.001235302,615,0.001121419
421,445,0.001361972,238,0.001285652,333,0.001207493,243,0.001116773
422,400,0.001348601,417,0.001265984,599,0.001183904,238,0.001108568
423,406,0.001323703,103,0.001261993,585,0.001180701,614,0.001101465
424,417,0.001312026,333,0.001228688,274,0.001177785,429,0.001092117
425,465,0.001298346,597,0.001221955,597,0.001159033,333,0.000994208
426,615,0.001259241,614,0.001211298,615,0.00114524,465,0.000993475
427,597,0.001258479,615,0.001195205,614,0.001074587,612,0.000987518
428,103,0.001224894,585,0.001193103,465,0.000979221,598,0.000878726
429,585,0.001182455,465,0.001091982,598,0.00089605,392,0.000844718
430,392,0.00097652,598,0.000923003,392,0.000859345,587,0.000719214
431,598,0.000920906,392,0.000919229,36,0.000810243,36,0.000665681
432,380,0.000876896,380,0.00084839,380,0.000757068,274,0.000625291
433,587,0.000750831,587,0.000727849,587,0.000711176,380,0.000571409
434,407,0.000692609,600,0.000590499,407,0.000548652,600,0.000545658
435,70,0.000592165,407,0.000586411,600,0.000522374,407,0.000470351
436,600,0.000590499,70,0.000508666,70,0.000342332,546,0
437,139,0,134,0,132,0,136,0
438,138,0,539,0,131,0,519,0
439,519,0,141,0,130,0,526,0
440,540,0,211,0,129,0,547,0
441,140,0,210,0,212,0,548,0
442,518,0,95,0,260,0,253,0
443,141,0,209,0,546,0,518,0
444,142,0,126,0,540,0,549,0
445,546,0,546,0,548,0,550,0
446,528,0,547,0,549,0,551,0
447,547,0,548,0,550,0,552,0
448,548,0,549,0,551,0,553,0
449,549,0,550,0,552,0,554,0
450,550,0,551,0,553,0,135,0
451,551,0,552,0,554,0,133,0
452,552,0,553,0,555,0,520,0
453,539,0,554,0,556,0,131,0
454,522,0,555,0,547,0,528,0
455,520,0,556,0,269,0,525,0
456,531,0,540,0,539,0,129,0
457,135,0,212,0,128,0,524,0
458,536,0,308,0,521,0,531,0
459,524,0,213,0,522,0,130,0
460,554,0,521,0,523,0,523,0
461,534,0,522,0,524,0,556,0
462,38,0,523,0,525,0,534,0
463,134,0,524,0,526,0,134,0
464,527,0,525,0,527,0,260,0
465,526,0,526,0,528,0,522,0
466,39,0,527,0,276,0,536,0
467,525,0,528,0,126,0,132,0
468,523,0,215,0,531,0,527,0
469,133,0,131,0,272,0,539,0
470,136,0,128,0,534,0,540,0
471,521,0,531,0,127,0,521,0
472,137,0,214,0,536,0,555,0
473,553,0,91,0,558,0,142,0
474,383,0,534,0,169,0,557,0
475,555,0,127,0,557,0,218,0
476,601,0,536,0,134,0,216,0
477,220,0,557,0,559,0,215,0
478,219,0,558,0,210,0,214,0
479,218,0,559,0,143,0,601,0
480,217,0,560,0,207,0,213,0
481,216,0,519,0,223,0,212,0
482,16,0,136,0,222,0,211,0
483,215,0,269,0,221,0,16,0
484,214,0,315,0,220,0,210,0
485,213,0,135,0,208,0,209,0
486,212,0,123,0,209,0,208,0
487,211,0,122,0,211,0,207,0
488,210,0,16,0,560,0,206,0
489,209,0,121,0,219,0,205,0
490,208,0,108,0,218,0,201,0
491,207,0,198,0,16,0,198,0
492,206,0,272,0,601,0,169,0
493,205,0,133,0,217,0,217,0
494,221,0,201,0,216,0,219,0
495,222,0,120,0,215,0,558,0
496,556,0,276,0,214,0,220,0
497,223,0,601,0,142,0,559,0
498,557,0,137,0,141,0,560,0
499,558,0,321,0,140,0,561,0
500,559,0,576,0,206,0,562,0
501,560,0,139,0,561,0,563,0
502,561,0,561,0,562,0,137,0
503,562,0,562,0,563,0,138,0
504,563,0,563,0,133,0,139,0
505,143,0,125,0,213,0,571,0
506,276,0,100,0,135,0,140,0
507,272,0,140,0,253,0,141,0
508,269,0,208,0,136,0,516,0
509,260,0,138,0,198,0,576,0
510,571,0,205,0,137,0,143,0
511,253,0,124,0,571,0,223,0
512,169,0,132,0,138,0,222,0
513,576,0,207,0,201,0,221,0
514,516,0,571,0,139,0,517,0
515,517,0,169,0,519,0,388,0
516,41,0,206,0,576,0,515,0
517,515,0,322,0,205,0,48,0
518,357,0,520,0,520,0,358,0
519,91,0,507,0,58,0,52,0
520,352,0,518,0,518,0,357,0
521,58,0,517,0,517,0,51,0
522,57,0,363,0,434,0,433,0
523,95,0,53,0,435,0,434,0
524,100,0,439,0,364,0,435,0
525,433,0,52,0,48,0,356,0
526,434,0,51,0,439,0,50,0
527,435,0,50,0,47,0,439,0
528,56,0,362,0,46,0,49,0
529,439,0,223,0,45,0,47,0
530,55,0,49,0,363,0,514,0
531,54,0,361,0,362,0,70,0
532,53,0,360,0,361,0,352,0
533,108,0,359,0,360,0,80,0
534,52,0,222,0,359,0,322,0
535,322,0,48,0,358,0,321,0
536,321,0,47,0,357,0,87,0
537,120,0,129,0,44,0,46,0
538,51,0,46,0,43,0,45,0
539,50,0,221,0,356,0,91,0
540,315,0,456,0,42,0,44,0
541,49,0,220,0,352,0,95,0
542,356,0,358,0,456,0,359,0
543,358,0,357,0,80,0,360,0
544,456,0,45,0,41,0,53,0
545,359,0,435,0,433,0,361,0
546,80,0,434,0,365,0,383,0
547,386,0,433,0,366,0,394,0
548,388,0,370,0,54,0,382,0
549,375,0,394,0,394,0,396,0
550,87,0,388,0,57,0,375,0
551,373,0,396,0,388,0,373,0
552,394,0,386,0,56,0,372,0
553,372,0,383,0,386,0,371,0
554,396,0,382,0,383,0,370,0
555,371,0,375,0,55,0,369,0
556,370,0,373,0,382,0,368,0
557,369,0,372,0,375,0,58,0
558,368,0,371,0,373,0,367,0
559,367,0,369,0,418,0,366,0
560,366,0,364,0,49,0,57,0
561,365,0,418,0,53,0,365,0
562,198,0,58,0,372,0,56,0
563,364,0,368,0,371,0,418,0
564,363,0,367,0,52,0,55,0
565,362,0,57,0,370,0,364,0
566,418,0,366,0,369,0,363,0
567,361,0,56,0,51,0,54,0
568,360,0,365,0,368,0,362,0
569,121,0,55,0,367,0,456,0
570,122,0,54,0,50,0,315,0
571,514,0,44,0,40,0,100,0
572,486,0,43,0,39,0,488,0
573,488,0,356,0,322,0,122,0
574,489,0,260,0,124,0,123,0
575,127,0,253,0,38,0,41,0
576,45,0,495,0,493,0,493,0
577,493,0,41,0,100,0,124,0
578,128,0,87,0,495,0,495,0
579,495,0,40,0,308,0,40,0
580,44,0,218,0,108,0,276,0
581,43,0,39,0,120,0,125,0
582,129,0,143,0,121,0,39,0
583,42,0,142,0,122,0,272,0
584,130,0,38,0,123,0,126,0
585,382,0,217,0,125,0,38,0
586,131,0,42,0,95,0,269,0
587,132,0,216,0,507,0,127,0
588,40,0,508,0,508,0,386,0
589,507,0,509,0,509,0,507,0
590,508,0,510,0,396,0,508,0
591,509,0,511,0,511,0,509,0
592,510,0,512,0,512,0,510,0
593,511,0,513,0,513,0,511,0
594,512,0,514,0,514,0,512,0
595,513,0,515,0,515,0,513,0
596,487,0,516,0,516,0,489,0
597,485,0,493,0,315,0,487,0
598,123,0,219,0,489,0,43,0
599,484,0,80,0,321,0,486,0
600,124,0,477,0,476,0,308,0
601,48,0,467,0,87,0,42,0
602,47,0,352,0,467,0,108,0
603,46,0,469,0,91,0,120,0
604,125,0,470,0,469,0,467,0
605,308,0,471,0,470,0,121,0
606,467,0,472,0,471,0,469,0
607,126,0,473,0,472,0,470,0
608,469,0,474,0,473,0,471,0
609,470,0,475,0,474,0,472,0
610,471,0,476,0,475,0,473,0
611,472,0,478,0,477,0,474,0
612,473,0,489,0,488,0,475,0
613,474,0,479,0,478,0,476,0
614,475,0,480,0,479,0,477,0
615,476,0,481,0,480,0,478,0
616,477,0,482,0,481,0,479,0
617,478,0,483,0,482,0,480,0
618,479,0,484,0,483,0,481,0
619,480,0,485,0,484,0,482,0
620,481,0,486,0,485,0,483,0
621,482,0,487,0,486,0,484,0
622,483,0,488,0,487,0,485,0
623,201,0,130,0,510,0,128,0
